ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
CN-0096,medium_airport,Laiyang Air Base,,AS,CN,CN-37,,,,,"36.963600158691406, 120.59100341796875"
CN-0097,medium_airport,Luyang Air Base,,AS,CN,CN-41,,,,,"33.68470001220703, 112.89099884033203"
CN-0100,medium_airport,Qingdao-Cangkou Air Base,,AS,CN,CN-37,,,,,"36.15919876098633, 120.39199829101562"
CN-0103,medium_airport,Wendeng Air Base,,AS,CN,CN-37,,,,,"37.26470184326172, 122.02300262451172"
CN-0104,medium_airport,Xingcheng Air Base,30,AS,CN,CN-21,,ZYXC,XEN,,"40.580299377399996, 120.697998047"
CN-0105,medium_airport,Xuzhou Daguozhang Air Base,,AS,CN,CN-32,,,,,"34.05889892578125, 117.55799865722656"
CN-0106,medium_airport,Xuzhou Jiulishan Air Base,,AS,CN,CN-32,,,,,"34.23059844970703, 117.24600219726562"
CN-0109,medium_airport,Yidu Air Base,,AS,CN,CN-37,,,,,"36.591400146484375, 118.5270004272461"
CN-0111,medium_airport,Zhucheng Air Base,,AS,CN,CN-37,,,,,"36.02750015258789, 119.43900299072266"
CN-0113,medium_airport,Altay Air Base,2460,AS,CN,CN-65,Altay,ZWAT,AAT,,"47.7498855591, 88.08580780030002"
CN-0114,medium_airport,Baoji Air Base,,AS,CN,CN-61,,,,,"34.531700134277344, 107.47200012207031"
CN-0117,medium_airport,Gonghe Air Base,,AS,CN,CN-63,,,,,"36.336700439453125, 100.4800033569336"
CN-0123,medium_airport,Lanzhou Air Base,,AS,CN,CN-62,Lanzhou,,,,"35.91780090332031, 104.21800231933594"
CN-0125,medium_airport,Ljtao Air Base,,AS,CN,CN-62,,,,,"35.30830001831055, 103.83599853515625"
CN-0127,medium_airport,Qingshui Air Base,,AS,CN,CN-62,,,,,"39.5546989440918, 98.88420104980469"
CN-0130,medium_airport,Tianshui Maijishan Airport,3590,AS,CN,CN-62,Tianshui,ZLTS,THQ,,"34.5593986511, 105.86000061"
CN-0132,medium_airport,Urumqi South Air Base,,AS,CN,CN-65,,,,,"43.46580123901367, 87.5322036743164"
CN-0133,medium_airport,Uxxaktal Air Base,,AS,CN,CN-65,,,,,"42.181400299072266, 87.18810272216797"
CN-0134,medium_airport,Wugong Air Base,,AS,CN,CN-61,,,,,"34.274200439453125, 108.26599884033203"
CN-0135,medium_airport,Wulumuqi Air Base,2425,AS,CN,CN-65,,,,,"43.9502983093, 87.0785980225"
CN-0136,medium_airport,Wuwei Air Base,,AS,CN,CN-62,,,,,"37.98830032348633, 102.56700134277344"
CN-0137,medium_airport,Xian Air Base,,AS,CN,CN-61,,,,,"34.153900146484375, 108.5989990234375"
CN-0138,medium_airport,Xincheng Air Base,,AS,CN,CN-36,,,,,"25.54829978942871, 114.61900329589844"
CN-0139,medium_airport,Yaerbashi Test Range,,AS,CN,CN-65,,,,,"43.07720184326172, 92.80809783935547"
CN-0140,medium_airport,Yanliang Air Base,,AS,CN,CN-61,,,,,"34.64390182495117, 109.24299621582031"
CN-0143,medium_airport,Zhangye Ganzhou Airport,5280,AS,CN,CN-62,Zhangye,ZLZY,YZY,,"38.8018989563, 100.675003052"
CN-0145,medium_airport,Changzing Air Base,,AS,CN,CN-33,,,,,"30.968599319458008, 119.73100280761719"
CN-0146,medium_airport,Daishan Air Base,,AS,CN,CN-33,,,,,"30.287799835205078, 122.1449966430664"
CN-0147,medium_airport,Feidong Air Base,,AS,CN,CN-34,,,,,"31.909400939941406, 117.65899658203125"
CN-0149,medium_airport,Fuzhou Air Base,,AS,CN,CN-35,Fuzhou,,,,"26.0044002532959, 119.31199645996094"
CN-0152,medium_airport,Huian Air Base,,AS,CN,CN-35,,,,,"25.026100158691406, 118.80699920654297"
CN-0153,medium_airport,Jianqiao/Hangzhou Airfield,,AS,CN,CN-33,Hangzhou,,,,"30.33530044555664, 120.24099731445312"
CN-0154,medium_airport,Jiaxing Air Base,,AS,CN,CN-33,,,,,"30.706640243530273, 120.68061065673828"
CN-0158,medium_airport,Longtian/Lung-T'ien Air Base,,AS,CN,CN-35,,,,,"25.572799682617188, 119.45999908447266"
CN-0159,medium_airport,Longyou Air Base,,AS,CN,CN-33,,,,,"29.113100051879883, 119.177001953125"
CN-0161,medium_airport,Mahuiling Air Base,,AS,CN,CN-36,,,,,"29.47719955444336, 115.802001953125"
CN-0162,medium_airport,Nanchang New Airfield,,AS,CN,CN-36,Nanchang,,,,"28.63559913635254, 115.93000030517578"
CN-0163,medium_airport,Nanchang Xiangtang Air Base,,AS,CN,CN-36,Nanchang,,,,"28.420799255371094, 115.92400360107422"
CN-0165,medium_airport,Ningbo Zhangqiao Air Base,,AS,CN,CN-33,,,,,"29.922800064086914, 121.5739974975586"
CN-0169,medium_airport,Shanghai Dachang Air Base,,AS,CN,CN-31,Shanghai,,,,"31.32360076904297, 121.41100311279297"
CN-0182,medium_airport,Zhangshu Air Base,,AS,CN,CN-36,,,,,"28.021699905395508, 115.5510025024414"
CN-0185,medium_airport,Changchun Air Base,,AS,CN,CN-22,,,,,"43.90530014038086, 125.197998046875"
CN-0187,medium_airport,Chifeng Air Base,,AS,CN,CN-15,,,,,"42.15890121459961, 118.84200286865234"
CN-0189,medium_airport,Dandong Airport,30,AS,CN,CN-21,Dandong,ZYDD,DDG,,"40.0247, 124.286003"
CN-0190,medium_airport,Dingxin/Shuangchengzi Air Base,,AS,CN,CN-62,,,,,"40.40140151977539, 99.78939819335938"
CN-0191,medium_airport,Fuxin Air Base,,AS,CN,CN-21,,,,,"42.07889938354492, 121.66200256347656"
CN-0192,medium_airport,Gongzhuling Air Base,,AS,CN,CN-22,,,,,"43.524200439453125, 124.78600311279297"
CN-0193,medium_airport,Harbin Air Base,,AS,CN,CN-23,,,,,"45.597499847399995, 126.658996582"
CN-0197,medium_airport,Kaiyuan Air Base,,AS,CN,CN-21,,,,,"42.52579879760742, 123.98200225830078"
CN-0198,medium_airport,Lalin Air Base,,AS,CN,CN-23,,,,,"45.2593994140625, 126.8949966430664"
CN-0201,medium_airport,Pingquan Air Base,,AS,CN,CN-13,,,,,"40.90079879760742, 118.68099975585938"
CN-0204,medium_airport,Shenyang Beiling Air Base,,AS,CN,CN-21,Shenyang,,,,"41.87080001831055, 123.43900299072266"
CN-0206,medium_airport,Shenyang Yu Hung Tun Air Base,,AS,CN,CN-21,Shenyang,,,,"41.8224983215332, 123.29900360107422"
CN-0208,medium_airport,Siping Air Base,,AS,CN,CN-22,,,,,"43.156898498535156, 124.29199981689453"
CN-0209,medium_airport,Suizhong Air Base,,AS,CN,CN-21,,,,,"40.29890060424805, 120.35900115966797"
CN-0210,medium_airport,Tuchengzi Air Base,,AS,CN,CN-21,,,,,"38.912200927734375, 121.23899841308594"
CN-JNZ,medium_airport,Sanshilipu Air Base,,AS,CN,CN-21,Dalian,,,,"39.28950119018555, 121.76100158691406"
CNC3,medium_airport,Brampton Airport,935,NA,CA,CA-ON,Brampton,CNC3,,CNC3,"43.7602996826, -79.875"
CY-0002,medium_airport,Lefkoniko Airport,146,AS,CY,CY-03,Geçitkale,LCGK,GEC,,"35.235947, 33.724358"
CYAC,medium_airport,Cat Lake Airport,1344,NA,CA,CA-ON,Cat Lake,CYAC,YAC,,"51.72719955444336, -91.82440185546875"
CYAG,medium_airport,Fort Frances Municipal Airport,1125,NA,CA,CA-ON,Fort Frances,CYAG,YAG,,"48.65420150756836, -93.439697265625"
CYAH,medium_airport,La Grande-4 Airport,1005,NA,CA,CA-QC,La Grande-4,CYAH,YAH,,"53.754699707, -73.6753005981"
CYAL,medium_airport,Alert Bay Airport,240,NA,CA,CA-BC,Alert Bay,CYAL,YAL,,"50.58219909667969, -126.91600036621094"
CYAM,medium_airport,Sault Ste Marie Airport,630,NA,CA,CA-ON,Sault Ste Marie,CYAM,YAM,,"46.48500061035156, -84.5093994140625"
CYAQ,medium_airport,Kasabonika Airport,672,NA,CA,CA-ON,Kasabonika,CYAQ,XKS,,"53.52470016479492, -88.6427993774414"
CYAS,medium_airport,Kangirsuk Airport,403,NA,CA,CA-QC,Kangirsuk,CYAS,YKG,,"60.027198791503906, -69.99919891357422"
CYAT,medium_airport,Attawapiskat Airport,31,NA,CA,CA-ON,Attawapiskat,CYAT,YAT,,"52.9275016784668, -82.43190002441406"
CYAU,medium_airport,Liverpool South Shore Regional Airport,321,NA,CA,CA-NS,Liverpool,CYAU,,YAU,"44.2303009033, -64.85610198970001"
CYAV,medium_airport,Winnipeg / St. Andrews Airport,760,NA,CA,CA-MB,Winnipeg,CYAV,,YAV,"50.0564002991, -97.03250122070001"
CYAX,medium_airport,Lac Du Bonnet Airport,850,NA,CA,CA-MB,Lac Du Bonnet,CYAX,,YAX,"50.2943992615, -96.0100021362"
CYAY,medium_airport,St. Anthony Airport,108,NA,CA,CA-NL,St. Anthony,CYAY,YAY,,"51.3918991089, -56.083099365200006"
CYAZ,medium_airport,Tofino / Long Beach Airport,80,NA,CA,CA-BC,Tofino,CYAZ,YAZ,,"49.079833, -125.775583"
CYBB,medium_airport,Kugaaruk Airport,56,NA,CA,CA-NU,Kugaaruk,CYBB,YBB,,"68.534401, -89.808098"
CYBC,medium_airport,Baie Comeau Airport,71,NA,CA,CA-QC,Baie-Comeau,CYBC,YBC,,"49.13249969482422, -68.20439910888672"
CYBD,medium_airport,Bella Coola Airport,117,NA,CA,CA-BC,Bella Coola,CYBD,QBC,,"52.387501, -126.596001"
CYBE,medium_airport,Uranium City Airport,1044,NA,CA,CA-SK,Uranium City,CYBE,YBE,,"59.5614013671875, -108.48100280761719"
CYBF,medium_airport,Bonnyville Airport,1836,NA,CA,CA-AB,Bonnyville,CYBF,YBY,,"54.304199, -110.744003"
CYBG,medium_airport,CFB Bagotville,522,NA,CA,CA-QC,Bagotville,CYBG,YBG,,"48.33060073852539, -70.99639892578125"
CYBK,medium_airport,Baker Lake Airport,59,NA,CA,CA-NU,Baker Lake,CYBK,YBK,,"64.29889678960001, -96.077796936"
CYBL,medium_airport,Campbell River Airport,346,NA,CA,CA-BC,Campbell River,CYBL,YBL,,"49.950801849365234, -125.27100372314453"
CYBQ,medium_airport,Tadoule Lake Airport,923,NA,CA,CA-MB,Tadoule Lake,CYBQ,XTL,,"58.7061, -98.512199"
CYBR,medium_airport,Brandon Municipal Airport,1343,NA,CA,CA-MB,Brandon,CYBR,YBR,,"49.91, -99.951897"
CYBT,medium_airport,Brochet Airport,1136,NA,CA,CA-MB,Brochet,CYBT,YBT,,"57.8894, -101.679001"
CYBU,medium_airport,Nipawin Airport,1220,NA,CA,CA-SK,Nipawin,CYBU,,,"53.33250045776367, -104.00800323486328"
CYBV,medium_airport,Berens River Airport,728,NA,CA,CA-MB,Berens River,CYBV,YBV,,"52.358898, -97.018303"
CYBW,medium_airport,Calgary / Springbank Airport,3940,NA,CA,CA-AB,Calgary,CYBW,,YBW,"51.103099823, -114.374000549"
CYBX,medium_airport,Lourdes de Blanc Sablon Airport,121,NA,CA,CA-QC,Lourdes-De-Blanc-Sablon,CYBX,YBX,,"51.443599700899995, -57.185298919699996"
CYCA,medium_airport,Cartwright Airport,40,NA,CA,CA-NL,Cartwright,CYCA,YRF,,"53.68280029296875, -57.041900634765625"
CYCB,medium_airport,Cambridge Bay Airport,90,NA,CA,CA-NU,Cambridge Bay,CYCB,YCB,,"69.1081008911, -105.138000488"
CYCC,medium_airport,Cornwall Regional Airport,175,NA,CA,CA-ON,Cornwall,CYCC,YCC,,"45.09280014038086, -74.56330108642578"
CYCD,medium_airport,Nanaimo Airport,92,NA,CA,CA-BC,Nanaimo,CYCD,YCD,,"49.054970224899996, -123.869862556"
CYCE,medium_airport,Centralia / James T. Field Memorial Aerodrome,824,NA,CA,CA-ON,Centralia,CYCE,YCE,CYCE,"43.285599, -81.508301"
CYCG,medium_airport,Castlegar/West Kootenay Regional Airport,1624,NA,CA,CA-BC,Castlegar,CYCG,YCG,,"49.2963981628, -117.632003784"
CYCH,medium_airport,Miramichi Airport,108,NA,CA,CA-NB,Miramichi,CYCH,YCH,,"47.007801, -65.449203"
CYCL,medium_airport,Charlo Airport,132,NA,CA,CA-NB,Charlo,CYCL,YCL,,"47.990799, -66.330299"
CYCN,medium_airport,Cochrane Airport,861,NA,CA,CA-ON,Cochrane,CYCN,YCN,,"49.10559844970703, -81.01360321044922"
CYCO,medium_airport,Kugluktuk Airport,74,NA,CA,CA-NU,Kugluktuk,CYCO,YCO,,"67.816704, -115.143997"
CYCP,medium_airport,Blue River Airport,2240,NA,CA,CA-BC,Blue River,CYCP,,,"52.11669921875, -119.28299713134766"
CYCQ,medium_airport,Chetwynd Airport,2000,NA,CA,CA-BC,Chetwynd,CYCQ,YCQ,,"55.687198638916016, -121.62699890136719"
CYCR,medium_airport,Cross Lake (Charlie Sinclair Memorial) Airport,709,NA,CA,CA-MB,Cross Lake,CYCR,YCR,,"54.610599517822266, -97.76080322265625"
CYCS,medium_airport,Chesterfield Inlet Airport,32,NA,CA,CA-NU,Chesterfield Inlet,CYCS,YCS,,"63.346900939899996, -90.73110198970001"
CYCY,medium_airport,Clyde River Airport,87,NA,CA,CA-NU,Clyde River,CYCY,YCY,,"70.4860992432, -68.5167007446"
CYDA,medium_airport,Dawson City Airport,1215,NA,CA,CA-YT,Dawson City,CYDA,YDA,,"64.04309844970703, -139.1280059814453"
CYDB,medium_airport,Burwash Airport,2647,NA,CA,CA-YT,Burwash,CYDB,YDB,,"61.37110137939453, -139.04100036621094"
CYDC,medium_airport,Princeton Airport,2298,NA,CA,CA-BC,Town of Princeton,CYDC,,,"49.4681015015, -120.511001587"
CYDF,medium_airport,Deer Lake Airport,72,NA,CA,CA-NL,Deer Lake,CYDF,YDF,,"49.21080017089844, -57.39139938354492"
CYDM,medium_airport,Ross River Airport,2314,NA,CA,CA-YT,Ross River,CYDM,XRR,YDM,"61.9706001282, -132.42300415"
CYDN,medium_airport,Dauphin Barker Airport,999,NA,CA,CA-MB,Dauphin,CYDN,YDN,,"51.100799560546875, -100.052001953125"
CYDO,medium_airport,Dolbeau St Felicien Airport,372,NA,CA,CA-QC,Dolbeau-St-Félicien,CYDO,YDO,,"48.778499603271, -72.375"
CYDP,medium_airport,Nain Airport,22,NA,CA,CA-NL,Nain,CYDP,YDP,,"56.549198150634766, -61.680301666259766"
CYDQ,medium_airport,Dawson Creek Airport,2148,NA,CA,CA-BC,Dawson Creek,CYDQ,YDQ,,"55.7422981262207, -120.18299865722656"
CYEE,medium_airport,Huronia Airport,770,NA,CA,CA-ON,Midland,CYEE,,YEE,"44.6833000183, -79.9282989502"
CYEG,large_airport,Edmonton International Airport,2373,NA,CA,CA-AB,Edmonton,CYEG,YEG,CYEG,"53.309700012200004, -113.580001831"
CYEK,medium_airport,Arviat Airport,32,NA,CA,CA-NU,Arviat,CYEK,YEK,,"61.0942001343, -94.07080078119999"
CYEL,medium_airport,Elliot Lake Municipal Airport,1087,NA,CA,CA-ON,Elliot Lake,CYEL,YEL,,"46.351398468, -82.5614013672"
CYEM,medium_airport,Manitoulin East Municipal Airport,869,NA,CA,CA-ON,Manitowaning,CYEM,YEM,,"45.84280014038086, -81.85810089111328"
CYEN,medium_airport,Estevan Airport,1905,NA,CA,CA-SK,Estevan,CYEN,YEN,,"49.2103004456, -102.966003418"
CYER,medium_airport,Fort Severn Airport,48,NA,CA,CA-ON,Fort Severn,CYER,YER,,"56.01890182495117, -87.67610168457031"
CYET,medium_airport,Edson Airport,3043,NA,CA,CA-AB,Edson,CYET,YET,,"53.578899383499994, -116.464996338"
CYEV,medium_airport,Inuvik Mike Zubko Airport,224,NA,CA,CA-NT,Inuvik,CYEV,YEV,,"68.30419921880001, -133.483001709"
CYEY,medium_airport,Amos/Magny Airport,1068,NA,CA,CA-QC,Amos,CYEY,YEY,,"48.563903, -78.249702"
CYFA,medium_airport,Fort Albany Airport,48,NA,CA,CA-ON,Fort Albany,CYFA,YFA,,"52.20140075683594, -81.6968994140625"
CYFB,medium_airport,Iqaluit Airport,110,NA,CA,CA-NU,Iqaluit,CYFB,YFB,,"63.756402, -68.555801"
CYFC,medium_airport,Fredericton Airport,68,NA,CA,CA-NB,Fredericton,CYFC,YFC,,"45.868900299072266, -66.53720092773438"
CYFE,medium_airport,Forestville Airport,293,NA,CA,CA-QC,Forestville,CYFE,YFE,,"48.74610137939453, -69.09719848632812"
CYFH,medium_airport,Fort Hope Airport,899,NA,CA,CA-ON,Fort Hope,CYFH,YFH,,"51.5619010925293, -87.90779876708984"
CYFJ,medium_airport,La Macaza / Mont-Tremblant International Inc Airport,827,NA,CA,CA-QC,Rivière Rouge,CYFJ,YTM,,"46.409400939899996, -74.7799987793"
CYFO,medium_airport,Flin Flon Airport,997,NA,CA,CA-MB,Flin Flon,CYFO,YFO,,"54.6781005859375, -101.68199920654297"
CYFR,medium_airport,Fort Resolution Airport,526,NA,CA,CA-NT,Fort Resolution,CYFR,YFR,,"61.1808013916, -113.690002441"
CYFS,medium_airport,Fort Simpson Airport,555,NA,CA,CA-NT,Fort Simpson,CYFS,YFS,,"61.76020050048828, -121.23699951171875"
CYFT,medium_airport,Makkovik Airport,234,NA,CA,CA-NL,Makkovik,CYFT,YMN,,"55.076900482177734, -59.1864013671875"
CYGB,medium_airport,Texada Gillies Bay Airport,326,NA,CA,CA-BC,Texada,CYGB,YGB,,"49.69419860839844, -124.51799774169922"
CYGD,medium_airport,Goderich Airport,712,NA,CA,CA-ON,Goderich,CYGD,,YGD,"43.7668991089, -81.7106018066"
CYGE,medium_airport,Golden Airport,2575,NA,CA,CA-BC,Golden,CYGE,,,"51.299196, -116.982002"
CYGH,medium_airport,Fort Good Hope Airport,268,NA,CA,CA-NT,Fort Good Hope,CYGH,YGH,,"66.24079895019531, -128.6510009765625"
CYGK,medium_airport,Kingston Norman Rogers Airport,305,NA,CA,CA-ON,Kingston,CYGK,YGK,,"44.22529983520508, -76.5969009399414"
CYGL,medium_airport,La Grande Rivière Airport,639,NA,CA,CA-QC,La Grande Rivière,CYGL,YGL,,"53.625301361083984, -77.7042007446289"
CYGM,medium_airport,Gimli Industrial Park Airport,753,NA,CA,CA-MB,Gimli,CYGM,YGM,,"50.62810134887695, -97.04329681396484"
CYGO,medium_airport,Gods Lake Narrows Airport,617,NA,CA,CA-MB,Gods Lake Narrows,CYGO,YGO,,"54.55889892578125, -94.49140167236328"
CYGP,medium_airport,Gaspé (Michel-Pouliot) Airport,112,NA,CA,CA-QC,Gaspé,CYGP,YGP,,"48.7752990723, -64.4785995483"
CYGQ,medium_airport,Geraldton Greenstone Regional Airport,1144,NA,CA,CA-ON,Geraldton,CYGQ,YGQ,,"49.77830123901367, -86.93939971923828"
CYGR,medium_airport,Îles-de-la-Madeleine Airport,35,NA,CA,CA-QC,Îles-de-la-Madeleine,CYGR,YGR,,"47.42470169067383, -61.778099060058594"
CYGT,medium_airport,Igloolik Airport,174,NA,CA,CA-NU,Igloolik,CYGT,YGT,,"69.3647003174, -81.8161010742"
CYGV,medium_airport,Havre St Pierre Airport,124,NA,CA,CA-QC,Havre St-Pierre,CYGV,YGV,,"50.281898498535156, -63.61140060424805"
CYGW,medium_airport,Kuujjuarapik Airport,34,NA,CA,CA-QC,Kuujjuarapik,CYGW,YGW,,"55.281898498535156, -77.76529693603516"
CYGX,medium_airport,Gillam Airport,476,NA,CA,CA-MB,Gillam,CYGX,YGX,,"56.35749816894531, -94.71060180664062"
CYGZ,medium_airport,Grise Fiord Airport,146,NA,CA,CA-NU,Grise Fiord,CYGZ,YGZ,,"76.4261016846, -82.90920257570001"
CYHA,medium_airport,Quaqtaq Airport,103,NA,CA,CA-QC,Quaqtaq,CYHA,YQC,,"61.0463981628418, -69.6177978515625"
CYHD,medium_airport,Dryden Regional Airport,1354,NA,CA,CA-ON,Dryden,CYHD,YHD,,"49.831699, -92.744202"
CYHE,medium_airport,Hope Airport,128,NA,CA,CA-BC,Hope,CYHE,YHE,,"49.3683013916, -121.498001099"
CYHF,medium_airport,Hearst René Fontaine Municipal Airport,827,NA,CA,CA-ON,Hearst,CYHF,YHF,,"49.71419906616211, -83.68609619140625"
CYHH,medium_airport,Nemiscau Airport,802,NA,CA,CA-QC,Nemiscau,CYHH,YNS,,"51.69110107421875, -76.1355972290039"
CYHI,medium_airport,Ulukhaktok Holman Airport,117,NA,CA,CA-NT,Ulukhaktok,CYHI,YHI,,"70.76280212402344, -117.80599975585938"
CYHK,medium_airport,Gjoa Haven Airport,152,NA,CA,CA-NU,Gjoa Haven,CYHK,YHK,,"68.635597229, -95.84970092770001"
CYHM,medium_airport,John C. Munro Hamilton International Airport,780,NA,CA,CA-ON,Hamilton,CYHM,YHM,,"43.173599243199995, -79.93499755859999"
CYHN,medium_airport,Hornepayne Municipal Airport,1099,NA,CA,CA-ON,Hornepayne,CYHN,YHN,,"49.19309997558594, -84.75890350341797"
CYHO,medium_airport,Hopedale Airport,39,NA,CA,CA-NL,Hopedale,CYHO,YHO,,"55.448299407958984, -60.228599548339844"
CYHR,medium_airport,Chevery Airport,39,NA,CA,CA-QC,Chevery,CYHR,YHR,,"50.46889877319336, -59.63669967651367"
CYHT,medium_airport,Haines Junction Airport,2150,NA,CA,CA-YT,Haines Junction,CYHT,YHT,,"60.78919982910156, -137.54600524902344"
CYHU,medium_airport,Montréal / Saint-Hubert Airport,90,NA,CA,CA-QC,Montréal,CYHU,YHU,,"45.5175018311, -73.4169006348"
CYHY,medium_airport,Hay River / Merlyn Carter Airport,541,NA,CA,CA-NT,Hay River,CYHY,YHY,,"60.8396987915, -115.782997131"
CYHZ,large_airport,Halifax / Stanfield International Airport,477,NA,CA,CA-NS,Halifax,CYHZ,YHZ,,"44.8807983398, -63.5085983276"
CYIB,medium_airport,Atikokan Municipal Airport,1408,NA,CA,CA-ON,Atikokan,CYIB,YIB,,"48.7738990784, -91.6386032104"
CYID,medium_airport,Digby / Annapolis Regional Airport,499,NA,CA,CA-NS,Digby,CYID,YDG,,"44.5458450365, -65.7854247093"
CYIF,medium_airport,St Augustin Airport,20,NA,CA,CA-QC,St-Augustin,CYIF,YIF,,"51.2117004395, -58.6582984924"
CYIK,medium_airport,Ivujivik Airport,126,NA,CA,CA-QC,Ivujivik,CYIK,YIK,,"62.417301177978516, -77.92530059814453"
CYIO,medium_airport,Pond Inlet Airport,181,NA,CA,CA-NU,Pond Inlet,CYIO,YIO,,"72.6832962036, -77.9666976929"
CYIV,medium_airport,Island Lake Airport,770,NA,CA,CA-MB,Island Lake,CYIV,YIV,,"53.857200622558594, -94.65360260009766"
CYJF,medium_airport,Fort Liard Airport,708,NA,CA,CA-NT,Fort Liard,CYJF,YJF,,"60.235801696799996, -123.46900177"
CYJN,medium_airport,St Jean Airport,136,NA,CA,CA-QC,St Jean,CYJN,YJN,,"45.29439926147461, -73.28109741210938"
CYJT,medium_airport,Stephenville Airport,84,NA,CA,CA-NL,Stephenville,CYJT,YJT,,"48.5442008972168, -58.54999923706055"
CYKA,medium_airport,Kamloops Airport,1133,NA,CA,CA-BC,Kamloops,CYKA,YKA,,"50.7022018433, -120.444000244"
CYKD,medium_airport,Aklavik/Freddie Carmichael Airport,23,NA,CA,CA-NT,Aklavik,CYKD,LAK,,"68.223297, -135.00599"
CYKF,medium_airport,Waterloo Airport,1055,NA,CA,CA-ON,Kitchener,CYKF,YKF,,"43.460800170899994, -80.3786010742"
CYKG,medium_airport,Kangiqsujuaq (Wakeham Bay) Airport,501,NA,CA,CA-QC,Kangiqsujuaq,CYKG,YWB,,"61.5886001587, -71.929397583"
CYKJ,medium_airport,Key Lake Airport,1679,NA,CA,CA-SK,Key Lake,CYKJ,YKJ,,"57.256099700927734, -105.61799621582031"
CYKL,medium_airport,Schefferville Airport,1709,NA,CA,CA-QC,Schefferville,CYKL,YKL,,"54.805301666259766, -66.8052978515625"
CYKO,medium_airport,Akulivik Airport,75,NA,CA,CA-QC,Akulivik,CYKO,AKV,,"60.818599700927734, -78.14859771728516"
CYKQ,medium_airport,Waskaganish Airport,80,NA,CA,CA-QC,Waskaganish,CYKQ,YKQ,,"51.47330093383789, -78.75830078125"
CYKX,medium_airport,Kirkland Lake Airport,1157,NA,CA,CA-ON,Kirkland Lake,CYKX,YKX,,"48.21030044555664, -79.98139953613281"
CYKY,medium_airport,Kindersley Airport,2277,NA,CA,CA-SK,Kindersley,CYKY,YKY,YKY,"51.5175018311, -109.180999756"
CYKZ,medium_airport,Buttonville Municipal Airport,650,NA,CA,CA-ON,Toronto,CYKZ,YKZ,,"43.86220169067383, -79.37000274658203"
CYLA,medium_airport,Aupaluk Airport,119,NA,CA,CA-QC,Aupaluk,CYLA,YPJ,,"59.29669952392578, -69.59970092773438"
CYLC,medium_airport,Kimmirut Airport,175,NA,CA,CA-NU,Kimmirut,CYLC,YLC,,"62.8499984741, -69.88330078119999"
CYLD,medium_airport,Chapleau Airport,1470,NA,CA,CA-ON,Chapleau,CYLD,YLD,,"47.81999969482422, -83.3467025756836"
CYLH,medium_airport,Lansdowne House Airport,834,NA,CA,CA-ON,Lansdowne House,CYLH,YLH,,"52.19559860229492, -87.93419647216797"
CYLJ,medium_airport,Meadow Lake Airport,1576,NA,CA,CA-SK,Meadow Lake,CYLJ,YLJ,,"54.125301361083984, -108.52300262451172"
CYLK,medium_airport,Lutselk'e Airport,596,NA,CA,CA-NT,Lutselk'e,CYLK,YSG,,"62.418303, -110.681998"
CYLL,medium_airport,Lloydminster Airport,2193,NA,CA,CA-AB,Lloydminster,CYLL,YLL,,"53.309200286865234, -110.072998046875"
CYLR,medium_airport,Leaf Rapids Airport,959,NA,CA,CA-MB,Leaf Rapids,CYLR,YLR,,"56.513301849365234, -99.98529815673828"
CYLT,medium_airport,Alert Airport,100,NA,CA,CA-NU,Alert,CYLT,YLT,,"82.51779937740001, -62.2806015015"
CYLU,medium_airport,Kangiqsualujjuaq (Georges River) Airport,215,NA,CA,CA-QC,Kangiqsualujjuaq,CYLU,XGR,,"58.71139907836914, -65.9927978515625"
CYLW,medium_airport,Kelowna International Airport,1421,NA,CA,CA-BC,Kelowna,CYLW,YLW,,"49.9561004639, -119.377998352"
CYMA,medium_airport,Mayo Airport,1653,NA,CA,CA-YT,Mayo,CYMA,YMA,,"63.61640167236328, -135.8679962158203"
CYME,medium_airport,Matane Airport,102,NA,CA,CA-QC,Matane,CYME,YME,,"48.85689926147461, -67.45330047607422"
CYMG,medium_airport,Manitouwadge Airport,1198,NA,CA,CA-ON,Manitouwadge,CYMG,YMG,,"49.083900451660156, -85.86060333251953"
CYMH,medium_airport,Mary's Harbour Airport,38,NA,CA,CA-NL,Mary's Harbour,CYMH,YMH,,"52.302799224853516, -55.847198486328125"
CYMJ,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,1892,NA,CA,CA-SK,Moose Jaw,CYMJ,YMJ,,"50.330299377441406, -105.55899810791016"
CYML,medium_airport,Charlevoix Airport,977,NA,CA,CA-QC,Charlevoix,CYML,YML,,"47.59749984741211, -70.2238998413086"
CYMM,medium_airport,Fort McMurray Airport,1211,NA,CA,CA-AB,Fort McMurray,CYMM,YMM,,"56.653301239, -111.222000122"
CYMO,medium_airport,Moosonee Airport,30,NA,CA,CA-ON,Moosonee,CYMO,YMO,,"51.291099548339844, -80.60780334472656"
CYMT,medium_airport,Chapais Airport,1270,NA,CA,CA-QC,Chibougamau,CYMT,YMT,,"49.77190017700195, -74.5280990600586"
CYMU,medium_airport,Umiujaq Airport,250,NA,CA,CA-QC,Umiujaq,CYMU,YUD,,"56.53609848022461, -76.51830291748047"
CYMX,medium_airport,Montreal International (Mirabel) Airport,270,NA,CA,CA-QC,Montréal,CYMX,YMX,,"45.679501, -74.038696"
